id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
6278,Reign of Fire,en,Adventure,60000000,43061982,101.0,2002,The Zanuck Company,Ireland,6.0,"dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine",0
82682,Gangster Squad,en,Crime,60000000,105200903,113.0,2013,Village Roadshow Pictures,United States of America,6.2,"los angeles, gangster",1
17610,Year One,en,Comedy,60000000,62357900,97.0,2009,Columbia Pictures,United States of America,4.6,"temple, slavery, stone age, circumcision, hebrews, cavemen, prehistoric adventure, duringcreditsstinger, prehistoric times, prehistoric man",1
22954,Invictus,en,Drama,60000000,122233971,134.0,2009,Spyglass Entertainment,United States of America,7.0,"stadium, south africa, apartheid, nelson mandela, sport, nation, rugby, president, racism, poverty, celebration, duringcreditsstinger",1
16995,State of Play,en,Action,60000000,87784194,127.0,2009,Universal Pictures,France,6.7,"corruption, assassination, detective, journalist, assassin, newspaper, congress, editor-in-chief, conspiracy of murder, politics, election campaign, government, murder, thriller, blog, reporter",1
16558,Duplicity,en,Romance,78146652,60000000,125.0,2009,Universal Pictures,Germany,5.7,spy,0
9849,My Favorite Martian,en,Comedy,65000000,36850101,94.0,1999,Walt Disney Pictures,United States of America,5.1,"alien, martian, based on tv series, fish out of water",0
5820,The Sentinel,en,Action,60000000,77920346,108.0,2006,Twentieth Century Fox Film Corporation,United States of America,5.8,"usa president, agent",1
16866,Planet 51,en,Science Fiction,70000000,104945765,91.0,2009,TriStar Pictures,Spain,5.6,"flying saucer, alien life-form, spaceship, alien, alien planet, planet, duringcreditsstinger",1
14199,The Adventures of Sharkboy and Lavagirl,en,Adventure,50000000,69425966,92.0,2005,Troublemaker Studios,United States of America,4.4,"imaginary friend, outcast",1
201,Star Trek: Nemesis,en,Science Fiction,60000000,67312826,117.0,2002,Paramount Pictures,United States of America,6.1,"clone, assassination, ambush, federation, starfleet, enterprise-e, romulus, android, senate, self sacrifice, telepathy, weapon, romulans, space opera",1
11775,Intolerable Cruelty,en,Crime,60000000,119940815,100.0,2003,Imagine Entertainment,United States of America,5.8,"california, assassin, infidelity, fetish, hitman, tycoon, court, satire, lawyer, inheritance, divorce",1
12201,Edge of Darkness,en,Crime,80000000,74901339,117.0,2010,Icon Productions,United Kingdom,6.2,"murder, violence, death of daughter, homicide detective",0
11015,The Relic,en,Horror,60000000,33956608,110.0,1997,Paramount Pictures,Germany,5.8,"chicago, based on novel, monster, museum, pile of dead bodies, god, dead body, anthropologist, indian tribe, amazon jungle",0
9932,Analyze That,en,Comedy,60000000,55003135,96.0,2002,Village Roadshow Pictures,Australia,5.7,"prison, gold, therapist, gangster",0
13389,Righteous Kill,en,Action,60000000,73174566,101.0,2008,Grosvenor Park Media Ltd.,United States of America,5.9,"revenge, murder, plot twist, dirty cop",1
17332,The Soloist,en,Drama,60000000,31720158,109.0,2009,DreamWorks,United States of America,6.6,"newspaper, cello, musical, violin, los angeles",0
4958,The Legend of Bagger Vance,en,Fantasy,80000000,39459427,126.0,2000,DreamWorks SKG,United States of America,6.3,"competition, world war i, great depression, caddy, savannah",0
786,Almost Famous,en,Drama,60000000,47383689,122.0,2000,Columbia Pictures,United States of America,7.4,"hotel room, san diego, drug addiction, stewardess, overdose, groupie, music journalist, black sabbath, rock, concert, swimming pool, based on true story, promiscuity, coming of age, on the road, domineering mother, reconciliation, semi autobiographical, innocence lost, bus trip, aspiring writer",0
11679,xXx: State of the Union,en,Action,60000000,71073932,101.0,2005,Original Film,United States of America,4.7,"washington d.c., helicopter, usa president, general, coup d'etat, military prison, coup, agent, insurgent, secretary of defense, potus",1
38321,Priest,en,Action,60000000,78309131,87.0,2011,Screen Gems,United States of America,5.4,"vampire, crucifixion, post-apocalyptic, dystopia, vampire hunter, disobey, niece, dark hero",1
14411,Sinbad: Legend of the Seven Seas,en,Family,60000000,26288320,86.0,2003,DreamWorks Animation,United States of America,6.6,"prince, water monster",0
8413,Event Horizon,en,Horror,60000000,26673242,96.0,1997,Paramount Pictures,United Kingdom,6.5,"space marine, nudity, nightmare, hallucination, cryogenics, space travel, black hole, insanity, delusion, crew, alternate dimension, evil spirit, hellgate, religion, explosion, violence, burning man, rescue team, flashback, supernatural power, trapped in space, distress signal, derelict ship",0
10478,Tin Cup,en,Comedy,45000000,53854588,135.0,1996,Regency Enterprises,United States of America,5.9,"lover (female), golf, man-woman relation, sport, woman between two men",1
10052,Dragonfly,en,Drama,60000000,52322400,104.0,2002,Universal Pictures,Germany,6.1,"pregnancy and birth, voice, dragonfly, car crash, jungle, hospital, doctor, humanitarian, spiritism",0
9676,The Black Dahlia,en,Drama,50000000,49111202,121.0,2006,Universal Pictures,France,5.7,"pornography, observer, los angeles, murder hunt",0
9664,Flyboys,en,Action,60000000,17800000,140.0,2006,Ingenious Film Partners,United Kingdom,6.3,"world war i, biplane",0
2100,The Last Castle,en,Action,72000000,27642707,131.0,2001,DreamWorks SKG,United States of America,7.0,"prison, general",0
10384,Supernova,en,Horror,90000000,14828081,91.0,2000,United Artists,Switzerland,4.9,"black people, starships, future, star, supernova, blast",0
137321,Winter's Tale,en,Drama,60000000,30800231,118.0,2014,Village Roadshow Pictures,United States of America,6.0,based on novel,0
123553,The Mortal Instruments: City of Bones,en,Action,60000000,90565421,130.0,2013,Constantin Film Produktion,United States of America,6.2,"angel, vampire, werewolf, warlock, downworlder, shadowhunter, demon hunter, based on young adult novel",1
11260,Meet Dave,en,Comedy,60000000,50650079,90.0,2008,Twentieth Century Fox Film Corporation,United States of America,5.0,"new york, captain, starships, new love, earth, friendship, crew, car crash, space, alien, survival, planet, duringcreditsstinger",0
9009,Dark Water,en,Drama,30000000,25473093,105.0,2005,Vertigo Entertainment,United States of America,5.3,"based on novel, water, remake, teacher, divorce, apartment, ghost, manhattan, new york city",0
2309,Inkheart,en,Adventure,60000000,57490374,106.0,2008,New Line Cinema,Germany,6.0,"book, fairy tale, eavesdropping, adventure, writer's block",0
8285,The Spirit,en,Action,60000000,39031337,103.0,2008,DC Comics,United States of America,4.7,"secret identity, robber, mask, frog, based on comic strip, back from the dead",0
210860,Mortdecai,en,Comedy,60000000,30418560,106.0,2015,Lionsgate,United States of America,5.4,"based on novel, painting, debt, art dealer, stolen painting",0
381902,西游记之孙悟空三打白骨精,zh,Action,68490000,193677158,120.0,2016,Filmko Pictures,Hong Kong,6.0,monkey king,1
13922,The Great Raid,en,Action,80000000,10166502,132.0,2005,Lawrence Bender Productions,United States of America,6.8,"based on novel, world war ii, prisoners of war, narration, archive footage, rescue mission, soldier, 1940s, inspired by true events, fictionalized history",0
293660,Deadpool,en,Action,58000000,783112979,108.0,2016,Twentieth Century Fox Film Corporation,United States of America,7.4,"anti hero, mercenary, marvel comic, superhero, based on comic book, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, self healing",1
190859,American Sniper,en,War,58800000,542307423,133.0,2014,Village Roadshow Pictures,United States of America,7.4,"sniper, biography, iraq, navy seal, u.s. soldier",1
257445,Goosebumps,en,Adventure,58000000,158162788,103.0,2015,Columbia Pictures,Australia,6.2,"based on novel, magic, fantasy, werewolf, family, ventriloquist dummy, book comes to life, 3d",1
9007,Just Like Heaven,en,Comedy,58000000,102854431,95.0,2005,DreamWorks SKG,United States of America,6.5,"coma, based on novel, workaholic, flirt, architect, romantic comedy, ghost, landscape architect",1
889,The Flintstones in Viva Rock Vegas,en,Science Fiction,83000000,59468275,90.0,2000,Universal Pictures,United States of America,4.4,"waitress, marriage proposal, flirt, stone age, best friend, dinosaur",0
32856,Valentine's Day,en,Comedy,52000000,216485654,125.0,2010,New Line Cinema,United States of America,5.7,"flower, married couple, florist, kiss, single, valentine, valentine's day, multiple storylines, aftercreditsstinger, duringcreditsstinger",1
1370,Rambo III,en,Action,63000000,189015611,102.0,1988,TriStar Pictures,United States of America,5.7,"competition, submachine gun, soviet union, liberation, russian, soviet troops, thailand, freedom fighter, afghanistan, war on freedom, machinegun, mujahid, reality show, western, japanese food, soap opera",1
4942,Leatherheads,en,Comedy,58000000,41299492,114.0,2008,Universal Pictures,Germany,5.7,"american football, sports team, stadium, hero, success, sponsorship, police, games, coach, woman reporter, the big game",0
24438,Did You Hear About the Morgans?,en,Comedy,58000000,85280250,103.0,2009,Columbia Pictures,United States of America,5.1,"witness protection, comedy, duringcreditsstinger",1
116741,The Internship,en,Comedy,58000000,44000000,119.0,2013,Twentieth Century Fox Film Corporation,United States of America,6.1,"job interview, loss of job, intern, reference to google, new job, laid off, transamerica pyramid",0
35791,Resident Evil: Afterlife,en,Action,60000000,300228084,97.0,2010,Impact Pictures,Germany,5.8,"post-apocalyptic, dystopia, undead, biohazard, evil corporation, resident evil, zombie, based on video game, duringcreditsstinger, 3d",1
1813,The Devil's Advocate,en,Drama,57000000,152944660,144.0,1997,Regency Enterprises,Germany,7.2,"child abuse, southern usa, obsession, subway, nudity, bible, seduction, hallucination, ambition, devil's son, marriage crisis, pact with the devil, crooked lawyer, evil spirit, satan, religion, lust, courtroom, temptation, law firm, manhattan, new york city, seven deadly sins, ethics, gainesville florida",1
87428,That's My Boy,en,Comedy,70000000,58058367,116.0,2012,Columbia Pictures,United States of America,5.5,"deadbeat dad, cheating fiancée, teacher student sex, brother sister incest",0
8840,DragonHeart,en,Fantasy,57000000,115267375,103.0,1996,Universal Pictures,United States of America,6.4,"magic, kingdom, despot, immortality, village, forest, army, horror, partner, revenge, knight, battle, medieval, dragonheart",1
10589,After the Sunset,en,Action,60000000,61347797,97.0,2004,New Line Cinema,United States of America,6.0,"bahamas, master thief, crook couple",1
71676,Ghost Rider: Spirit of Vengeance,en,Action,57000000,149217355,95.0,2011,Columbia Pictures,United Arab Emirates,4.7,"monk, eastern europe, skeleton, biker, marvel comic, superhero, motorcycle, devil, dark hero, ghost rider",1
1722,Captain Corelli's Mandolin,en,Drama,57000000,62112895,131.0,2001,Miramax Films,United Kingdom,5.5,"officer, greek island, mandolin, italian soldier, resistance fighter, greek history, italian army, allied forces",1
10022,The Pacifier,en,Action,56000000,113006880,95.0,2005,Walt Disney Pictures,Canada,5.8,"bodybuilder, children, body guard, scientist, family, u.s. soldier, death of husband, male nanny",1
11358,Walking Tall,en,Adventure,56000000,57223890,86.0,2004,Metro-Goldwyn-Mayer (MGM),United States of America,6.0,"casino, sheriff, home, violence, special forces, ex soldier",1
13,Forrest Gump,en,Comedy,55000000,677945399,142.0,1994,Paramount Pictures,United States of America,8.2,"vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee",1
6477,Alvin and the Chipmunks,en,Comedy,60000000,361366633,92.0,2007,Dune Entertainment,United States of America,5.5,"pop, pop star, record producer, surprise, approach, forest, music, concert, friendship, performance, chipmunk, talking animal, songwriter, talking to animals, duringcreditsstinger",1
1597,Meet the Parents,en,Comedy,55000000,330444045,108.0,2000,DreamWorks SKG,United States of America,6.6,"cia, airport, cat, jew, orderly, airplane, father-in-law, epistaxis, daughter, lost baggage, urn, pavilion, volleyball, hospital, wedding",1
10530,Pocahontas,en,Adventure,55000000,346079773,81.0,1995,Walt Disney Pictures,United States of America,6.7,"culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on folk tale, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim",1
1924,Superman,en,Action,55000000,300218018,143.0,1978,Warner Bros.,United Kingdom,6.9,"saving the world, journalist, dc comics, crime fighter, nuclear missile, galaxy, superhero, based on comic book, criminal, sabotage, north pole, midwest, kryptonite, super powers, superhuman strength, aftercreditsstinger, save the day",1
